Drug Name,Disease,Source Key
denosumab,multiple risk factors for fracture,denosumab
denosumab,treatment to increase bone mass in men,denosumab
denosumab,glucocorticoid-induced osteoporosis in men,denosumab
denosumab,defined as a history of osteoporotic fracture,denosumab
denosumab,are intolerant to other available osteoporosis therapy,denosumab
denosumab,continuing systemic glucocorticoids in a daily dosage equivalent to 7,denosumab
denosumab,are intolerant to other available osteoporosis therapy [see Clinical Studies ],denosumab
denosumab,treatment to increase bone mass in men at high risk for fracture receiving androgen deprivation therapy,denosumab
denosumab,treatment to increase bone mass in women at high risk for fracture receiving adjuvant aromatase inhibitor therapy for breast cancer [see Clinical Studies ],denosumab
denosumab,adults,denosumab
denosumab,in patients,denosumab
denosumab,skeletally mature adolescents,denosumab
denosumab,skeletal-related events in patients,denosumab
denosumab,prevention of skeletal-related events in patients,denosumab
denosumab,Prevention of skeletal-related events in patients,denosumab
denosumab,hypercalcemia of malignancy refractory to bisphosphonate therapy,denosumab
denosumab,where surgical resection is likely to result in severe morbidity [see Clinical Trials ],denosumab
denosumab,adults,denosumab
denosumab,in patients,denosumab
denosumab,skeletally mature adolescents,denosumab
denosumab,skeletal-related events in patients,denosumab
denosumab,prevention of skeletal-related events in patients,denosumab
denosumab,Prevention of skeletal-related events in patients,denosumab
denosumab,hypercalcemia of malignancy refractory to bisphosphonate therapy,denosumab
denosumab,where surgical resection is likely to result in severe morbidity [see Clinical Trials ],denosumab
denosumab,adults,denosumab
denosumab,in patients,denosumab
denosumab,skeletally mature adolescents,denosumab
denosumab,skeletal-related events in patients,denosumab
denosumab,prevention of skeletal-related events in patients,denosumab
denosumab,Prevention of skeletal-related events in patients,denosumab
denosumab,hypercalcemia of malignancy refractory to bisphosphonate therapy,denosumab
denosumab,where surgical resection is likely to result in severe morbidity [see Clinical Trials ],denosumab
denosumab,patients,denosumab
denosumab,postmenopausal women,denosumab
denosumab,nonmetastatic prostate cancer,denosumab
denosumab,women at high risk of fracture,denosumab
denosumab,multiple risk factors for fracture,denosumab
denosumab,treatment: of postmenopausal women,denosumab
denosumab,treatment to increase bone mass in men,denosumab
denosumab,glucocorticoid-induced osteoporosis in men,denosumab
denosumab,defined as a history of osteoporotic fracture,denosumab
denosumab,are intolerant to other available osteoporosis therapy,denosumab
denosumab,continuing systemic glucocorticoids in a daily dosage equivalent to 7,denosumab
denosumab,are intolerant to other available osteoporosis therapy [see Clinical Studies ],denosumab
denosumab,treatment to increase bone mass in men at high risk for fracture receiving androgen deprivation therapy,denosumab
denosumab,treatment to increase bone mass in women at high risk for fracture receiving adjuvant aromatase inhibitor therapy for breast cancer [see Clinical Studies ],denosumab
denosumab,women at high risk for fracture to increase bone mass in men at high risk for fracture receiving androgen deprivation therapy for nonmetastatic prostate cancer to increase bone m,denosumab
denosumab,patients,denosumab
denosumab,postmenopausal women,denosumab
denosumab,nonmetastatic prostate cancer,denosumab
denosumab,women at high risk of fracture,denosumab
denosumab,multiple risk factors for fracture,denosumab
denosumab,treatment: of postmenopausal women,denosumab
denosumab,treatment to increase bone mass in men,denosumab
denosumab,glucocorticoid-induced osteoporosis in men,denosumab
denosumab,defined as a history of osteoporotic fracture,denosumab
denosumab,are intolerant to other available osteoporosis therapy,denosumab
denosumab,continuing systemic glucocorticoids in a daily dosage equivalent to 7,denosumab
denosumab,are intolerant to other available osteoporosis therapy [see Clinical Studies ],denosumab
denosumab,treatment to increase bone mass in men at high risk for fracture receiving androgen deprivation therapy,denosumab
denosumab,treatment to increase bone mass in women at high risk for fracture receiving adjuvant aromatase inhibitor therapy for breast cancer [see Clinical Studies ],denosumab
denosumab,women at high risk for fracture to increase bone mass in men at high risk for fracture receiving androgen deprivation therapy for nonmetastatic prostate cancer to increase bone m,denosumab
denosumab,adults,denosumab
denosumab,in patients,denosumab
denosumab,skeletally mature adolescents,denosumab
denosumab,skeletal-related events in patients,denosumab
denosumab,prevention of skeletal-related events in patients,denosumab
denosumab,Prevention of skeletal-related events in patients,denosumab
denosumab,hypercalcemia of malignancy refractory to bisphosphonate therapy,denosumab
denosumab,where surgical resection is likely to result in severe morbidity [see Clinical Trials ],denosumab
denosumab,adults,denosumab
denosumab,in patients,denosumab
denosumab,skeletally mature adolescents,denosumab
denosumab,skeletal-related events in patients,denosumab
denosumab,prevention of skeletal-related events in patients,denosumab
denosumab,Prevention of skeletal-related events in patients,denosumab
denosumab,hypercalcemia of malignancy refractory to bisphosphonate therapy,denosumab
denosumab,where surgical resection is likely to result in severe morbidity [see Clinical Trials ],denosumab
denosumab,patients,denosumab
denosumab,postmenopausal women,denosumab
denosumab,nonmetastatic prostate cancer,denosumab
denosumab,women at high risk of fracture,denosumab
denosumab,multiple risk factors for fracture,denosumab
denosumab,treatment: of postmenopausal women,denosumab
denosumab,treatment to increase bone mass in men,denosumab
denosumab,glucocorticoid-induced osteoporosis in men,denosumab
denosumab,defined as a history of osteoporotic fracture,denosumab
denosumab,are intolerant to other available osteoporosis therapy,denosumab
denosumab,continuing systemic glucocorticoids in a daily dosage equivalent to 7,denosumab
denosumab,are intolerant to other available osteoporosis therapy [see Clinical Studies ],denosumab
denosumab,treatment to increase bone mass in men at high risk for fracture receiving androgen deprivation therapy,denosumab
denosumab,treatment to increase bone mass in women at high risk for fracture receiving adjuvant aromatase inhibitor therapy for breast cancer [see Clinical Studies ],denosumab
denosumab,adults,denosumab
denosumab,in patients,denosumab
denosumab,skeletally mature adolescents,denosumab
denosumab,skeletal-related events in patients,denosumab
denosumab,prevention of skeletal-related events in patients,denosumab
denosumab,Prevention of skeletal-related events in patients,denosumab
denosumab,hypercalcemia of malignancy refractory to bisphosphonate therapy,denosumab
denosumab,where surgical resection is likely to result in severe morbidity [see Clinical Trials ],denosumab
denosumab,adults,denosumab
denosumab,in patients,denosumab
denosumab,skeletally mature adolescents,denosumab
denosumab,skeletal-related events in patients,denosumab
denosumab,prevention of skeletal-related events in patients,denosumab
denosumab,Prevention of skeletal-related events in patients,denosumab
denosumab,hypercalcemia of malignancy refractory to bisphosphonate therapy,denosumab
denosumab,where surgical resection is likely to result in severe morbidity [see Clinical Trials ],denosumab
denosumab,patients,denosumab
denosumab,postmenopausal women,denosumab
denosumab,nonmetastatic prostate cancer,denosumab
denosumab,women at high risk of fracture,denosumab
denosumab,multiple risk factors for fracture,denosumab
denosumab,treatment: of postmenopausal women,denosumab
denosumab,treatment to increase bone mass in men,denosumab
denosumab,glucocorticoid-induced osteoporosis in men,denosumab
denosumab,defined as a history of osteoporotic fracture,denosumab
denosumab,are intolerant to other available osteoporosis therapy,denosumab
denosumab,continuing systemic glucocorticoids in a daily dosage equivalent to 7,denosumab
denosumab,are intolerant to other available osteoporosis therapy [see Clinical Studies ],denosumab
denosumab,treatment to increase bone mass in men at high risk for fracture receiving androgen deprivation therapy,denosumab
denosumab,treatment to increase bone mass in women at high risk for fracture receiving adjuvant aromatase inhibitor therapy for breast cancer [see Clinical Studies ],denosumab
denosumab,women at high risk for fracture to increase bone mass in men at high risk for fracture receiving androgen deprivation therapy for nonmetastatic prostate cancer to increase bone m,denosumab
denosumab,adults,denosumab
denosumab,in patients,denosumab
denosumab,skeletally mature adolescents,denosumab
denosumab,skeletal-related events in patients,denosumab
denosumab,prevention of skeletal-related events in patients,denosumab
denosumab,Prevention of skeletal-related events in patients,denosumab
denosumab,hypercalcemia of malignancy refractory to bisphosphonate therapy,denosumab
denosumab,where surgical resection is likely to result in severe morbidity [see Clinical Trials ],denosumab
tislelizumab-jsgr,G/GEJ,tislelizumab-jsgr
tislelizumab-jsgr,adults,tislelizumab-jsgr
tislelizumab-jsgr,1 inhibitor,tislelizumab-jsgr
tislelizumab-jsgr,whose tumors express PD-L1,tislelizumab-jsgr
tislelizumab-jsgr,first-line treatment of adults,tislelizumab-jsgr
tislelizumab-jsgr,Esophageal Cancer in combination,tislelizumab-jsgr
tislelizumab-jsgr,metastatic HER2-negative gastric,tislelizumab-jsgr
tislelizumab-jsgr,gastroesophageal junction adenocarcinoma,tislelizumab-jsgr
tislelizumab-jsgr,metastatic esophageal squamous cell carcinoma,tislelizumab-jsgr
sotatercept,death,sotatercept
sotatercept,adults,sotatercept
sotatercept,functional class,sotatercept
sotatercept,lung transplantation,sotatercept
sotatercept,WHO functional class,sotatercept
sotatercept,hospitalization for PAH,sotatercept
sotatercept,improve exercise capacity,sotatercept
sotatercept,World Health Organization,sotatercept
sotatercept,death [see Clinical Studies ],sotatercept
sotatercept,Group 1 pulmonary hypertension,sotatercept
sotatercept,WHO Group 1 pulmonary hypertension,sotatercept
sotatercept,reduce the risk of clinical worsening events,sotatercept
tarlatamab,ES-SCLC,tarlatamab
tarlatamab,adult patients,tarlatamab
zanidatamab-hrii,adults,zanidatamab-hrii
zanidatamab-hrii,IHC 3+,zanidatamab-hrii
zanidatamab-hrii,unresectable,zanidatamab-hrii
zanidatamab-hrii,biliary tract cancer,zanidatamab-hrii
zanidatamab-hrii,metastatic HER2-positive,zanidatamab-hrii
zanidatamab-hrii,as detected by an FDA-approved test,zanidatamab-hrii
zanidatamab-hrii,duration of response [see Clinical Studies ],zanidatamab-hrii
zanidatamab-hrii,as detected by an FDA-approved test [see This indication is approved under accelerated approval based on overall response rate,zanidatamab-hrii
eladocagene exuparvovec-tneq,adult,eladocagene exuparvovec-tneq
eladocagene exuparvovec-tneq,deficiency,eladocagene exuparvovec-tneq
eladocagene exuparvovec-tneq,pediatric patients,eladocagene exuparvovec-tneq
Obecabtagene autoleucel,adults,obecabtagene autoleucel
Obecabtagene autoleucel,refractory B-cell precursor acute lymphoblastic leukemia,obecabtagene autoleucel
marstacimab,older with,marstacimab
marstacimab,hemophilia A,marstacimab
marstacimab,hemophilia B,marstacimab
marstacimab,without factor IX inhibitors,marstacimab
marstacimab,routine prophylaxis to prevent,marstacimab
marstacimab,without factor VIII inhibitors,marstacimab
marstacimab,congenital factor IX deficiency,marstacimab
marstacimab,congenital factor VIII deficiency,marstacimab
marstacimab,pediatric patients 12 years of age,marstacimab
marstacimab,reduce the frequency of bleeding episodes in adult,marstacimab
zolbetuximab,combination,zolbetuximab
zolbetuximab,-negative gastric,zolbetuximab
zolbetuximab,‑negative gastric,zolbetuximab
zolbetuximab,gastroesophageal junction,zolbetuximab
zolbetuximab,first-line treatment of adults,zolbetuximab
zolbetuximab,adenocarcinoma whose tumors are claudin,zolbetuximab
zolbetuximab,metastatic human epidermal growth factor receptor 2,zolbetuximab
zolbetuximab,gastroesophageal junction adenocarcinoma whose tumors are claudin,zolbetuximab
zolbetuximab,platinum-containing chemotherapy for the first-line treatment of adults,zolbetuximab
atezolizumab and hyaluronidase-tqjs,NSCLC,atezolizumab and hyaluronidase-tqjs
atezolizumab and hyaluronidase-tqjs,ES-SCLC,atezolizumab and hyaluronidase-tqjs
atezolizumab and hyaluronidase-tqjs,greater,atezolizumab and hyaluronidase-tqjs
atezolizumab and hyaluronidase-tqjs,etoposide,atezolizumab and hyaluronidase-tqjs
atezolizumab and hyaluronidase-tqjs,paclitaxel,atezolizumab and hyaluronidase-tqjs
atezolizumab and hyaluronidase-tqjs,carboplatin,atezolizumab and hyaluronidase-tqjs
atezolizumab and hyaluronidase-tqjs,adult patients,atezolizumab and hyaluronidase-tqjs
atezolizumab and hyaluronidase-tqjs,as monotherapy,atezolizumab and hyaluronidase-tqjs
atezolizumab and hyaluronidase-tqjs,in combination,atezolizumab and hyaluronidase-tqjs
atezolizumab and hyaluronidase-tqjs,12 years of age,atezolizumab and hyaluronidase-tqjs
atezolizumab and hyaluronidase-tqjs,pediatric patients,atezolizumab and hyaluronidase-tqjs
atezolizumab and hyaluronidase-tqjs,older who weigh 40 kg,atezolizumab and hyaluronidase-tqjs
atezolizumab and hyaluronidase-tqjs,intravenous atezolizumab,atezolizumab and hyaluronidase-tqjs
atezolizumab and hyaluronidase-tqjs,ALK genomic tumor aberrations,atezolizumab and hyaluronidase-tqjs
atezolizumab and hyaluronidase-tqjs,metastatic hepatocellular carcinoma,atezolizumab and hyaluronidase-tqjs
atezolizumab and hyaluronidase-tqjs,as determined by an FDA-approved test,atezolizumab and hyaluronidase-tqjs
atezolizumab and hyaluronidase-tqjs,metastatic alveolar soft part sarcoma,atezolizumab and hyaluronidase-tqjs
atezolizumab and hyaluronidase-tqjs,adjuvant treatment following resection,atezolizumab and hyaluronidase-tqjs
atezolizumab and hyaluronidase-tqjs,first-line treatment of adult patients,atezolizumab and hyaluronidase-tqjs
atezolizumab and hyaluronidase-tqjs,maintenance treatment of adult patients,atezolizumab and hyaluronidase-tqjs
atezolizumab and hyaluronidase-tqjs,whose tumors have high PD-L1 expression,atezolizumab and hyaluronidase-tqjs
atezolizumab and hyaluronidase-tqjs,following platinum-containing chemotherapy,atezolizumab and hyaluronidase-tqjs
atezolizumab and hyaluronidase-tqjs,PD-L1 stained ≥ 50% of tumor cells [TC ≥ 50%],atezolizumab and hyaluronidase-tqjs
atezolizumab and hyaluronidase-tqjs,platinum-based chemotherapy for adult patients,atezolizumab and hyaluronidase-tqjs
atezolizumab and hyaluronidase-tqjs,ALK genomic tumor aberrations [see TECENTRIQ HYBREZA,atezolizumab and hyaluronidase-tqjs
atezolizumab and hyaluronidase-tqjs,whose tumors have PD-L1 expression on ≥ 1% of tumor cells,atezolizumab and hyaluronidase-tqjs
atezolizumab and hyaluronidase-tqjs,is indicated for the first-line treatment of adult patients,atezolizumab and hyaluronidase-tqjs
atezolizumab and hyaluronidase-tqjs,as determined by an FDA-approved test [see TECENTRIQ HYBREZA,atezolizumab and hyaluronidase-tqjs
atezolizumab and hyaluronidase-tqjs,metastatic melanoma as determined by an FDA-approved test [see 1,atezolizumab and hyaluronidase-tqjs
atezolizumab and hyaluronidase-tqjs,PD-L1 stained tumor-infiltrating immune cells [IC] covering ≥ 10% of the tumor area [IC ≥ 10%],atezolizumab and hyaluronidase-tqjs
guselkumab,adults,guselkumab
guselkumab,phototherapy,guselkumab
guselkumab,adult patients,guselkumab
guselkumab,treatment of: adults,guselkumab
guselkumab,pediatric patients 6 years of age,guselkumab
guselkumab,older who also weigh at least 40 kg,guselkumab
ocrelizumab and hyaluronidase-ocsq,relapsing-remitting disease,ocrelizumab and hyaluronidase-ocsq
ocrelizumab and hyaluronidase-ocsq,clinically isolated syndrome,ocrelizumab and hyaluronidase-ocsq
ocrelizumab and hyaluronidase-ocsq,in adults Primary progressive MS,ocrelizumab and hyaluronidase-ocsq
ocrelizumab and hyaluronidase-ocsq,in adults Primary progressive MS,ocrelizumab and hyaluronidase-ocsq
ocrelizumab and hyaluronidase-ocsq,active secondary progressive disease,ocrelizumab and hyaluronidase-ocsq
ocrelizumab and hyaluronidase-ocsq,Relapsing forms of multiple sclerosis,ocrelizumab and hyaluronidase-ocsq
ocrelizumab and hyaluronidase-ocsq,treatment of: Relapsing forms of multiple sclerosis,ocrelizumab and hyaluronidase-ocsq
ocrelizumab and hyaluronidase-ocsq,in adults OCREVUS ZUNOVO is a CD20-directed cytolytic antibody indicated for the treatment of: Relapsing forms of multiple sclerosis,ocrelizumab and hyaluronidase-ocsq
lebrikizumab,adults,lebrikizumab
lebrikizumab,older who weigh at least 40 kg,lebrikizumab
lebrikizumab,pediatric patients 12 years of age,lebrikizumab
lebrikizumab,when those therapies are not advisable,lebrikizumab
"Antihemophilic factor (recombinant), PEGylated-aucl",,"antihemophilic factor (recombinant), pegylated-aucl"
"Antihemophilic factor , PEGylated-aucl",,"antihemophilic factor , pegylated-aucl"
"Smallpox and Mpox Vaccine, Live, Non-replicating",,"smallpox and mpox vaccine, live, non-replicating"
Smallpox and Mpox Vaccine,,smallpox and mpox vaccine
Smallpox and Mpox Vaccine  Live  Non replicating,,smallpox and mpox vaccine  live  non replicating
"Smallpox and Mpox Vaccine, Live, Non replicating",,"smallpox and mpox vaccine, live, non replicating"
Jynneos,,jynneos
PAPZIMEOS,adults,papzimeos
acellular nerve allograft-arwx,adult,acellular nerve allograft-arwx
acellular nerve allograft-arwx,older,acellular nerve allograft-arwx
acellular nerve allograft-arwx,≤25 mm,acellular nerve allograft-arwx
acellular nerve allograft-arwx,older with,acellular nerve allograft-arwx
acellular nerve allograft-arwx,motor nerve discontinuity,acellular nerve allograft-arwx
acellular nerve allograft-arwx,Sensory nerve discontinuity,acellular nerve allograft-arwx
acellular nerve allograft-arwx,pediatric patients aged one month,acellular nerve allograft-arwx
"fibrinogen, human–chmt",,"fibrinogen, human–chmt"
fibrinogen,cautery,fibrinogen
fibrinogen,ligature,fibrinogen
fibrinogen,impractical,fibrinogen
fibrinogen,is ineffective,fibrinogen
fibrinogen,such as suture,fibrinogen
fibrinogen,hepatic surgery,fibrinogen
fibrinogen,when control of bleeding by standard surgical techniques,fibrinogen
fibrinogen,pediatric patients as an adjunct to hemostasis in cardiovascular,fibrinogen
fibrinogen,hepatic surgery when control of bleeding by standard surgical techniques,fibrinogen
etuvetidigene autotemcel,,etuvetidigene autotemcel
waskyra,,waskyra
onasemnogene abeparvovec-brve,older,onasemnogene abeparvovec-brve
onasemnogene abeparvovec-brve,in adult,onasemnogene abeparvovec-brve
onasemnogene abeparvovec-brve,spinal muscular atrophy,onasemnogene abeparvovec-brve
onasemnogene abeparvovec-brve,pediatric patients 2 years of age,onasemnogene abeparvovec-brve
narsoplimab-wuug,adult,narsoplimab-wuug
narsoplimab-wuug,older,narsoplimab-wuug
narsoplimab-wuug,TA-TMA,narsoplimab-wuug
narsoplimab-wuug,pediatric patients 2 years of age,narsoplimab-wuug
lerodalcibep-liga,LDL-C,lerodalcibep-liga
lerodalcibep-liga,in adults,lerodalcibep-liga
lerodalcibep-liga,adjunct to diet,lerodalcibep-liga
lerodalcibep-liga,heterozygous familial hypercholesterolemia,lerodalcibep-liga
lerodalcibep-liga,exercise to reduce low-density lipoprotein cholesterol,lerodalcibep-liga
lerodalcibep-liga,exercise: to reduce low-density lipoprotein cholesterol,lerodalcibep-liga
depemokimab,older,depemokimab
depemokimab,pediatric patients aged 12 years,depemokimab
depemokimab,add-on maintenance treatment of severe asthma characterized by an eosinophilic phenotype in adult,depemokimab
depemokimab,add‑on maintenance treatment of severe asthma characterized by an eosinophilic phenotype in adult,depemokimab
datopotamab deruxtecan,IHC 0,datopotamab deruxtecan
datopotamab deruxtecan,NSCLC,datopotamab deruxtecan
datopotamab deruxtecan,IHC 1+,datopotamab deruxtecan
datopotamab deruxtecan,-negative,datopotamab deruxtecan
datopotamab deruxtecan,-positive,datopotamab deruxtecan
datopotamab deruxtecan,metastatic,datopotamab deruxtecan
datopotamab deruxtecan,IHC 2+/ISH-,datopotamab deruxtecan
datopotamab deruxtecan,breast cancer,datopotamab deruxtecan
datopotamab deruxtecan,adult patients,datopotamab deruxtecan
datopotamab deruxtecan,hormone receptor,datopotamab deruxtecan
datopotamab deruxtecan,metastatic disease,datopotamab deruxtecan
datopotamab deruxtecan,platinum-based chemotherapy,datopotamab deruxtecan
datopotamab deruxtecan,treatment of: adult patients,datopotamab deruxtecan
datopotamab deruxtecan,chemotherapy for unresectable,datopotamab deruxtecan
datopotamab deruxtecan,-mutated non-small cell lung cancer,datopotamab deruxtecan
datopotamab deruxtecan,human epidermal growth factor receptor 2,datopotamab deruxtecan
datopotamab deruxtecan,metastatic epidermal growth factor receptor,datopotamab deruxtecan
letibotulinumtoxinA,procerus muscle activity,letibotulinumtoxina
letibotulinumtoxinA,temporary improvement in the appearance of moderate to severe glabellar lines associated,letibotulinumtoxina
"Chikungunya Vaccine, Recombinant",,"chikungunya vaccine, recombinant"
Chikungunya Vaccine,,chikungunya vaccine
Chikungunya Vaccine  Recombinant,,chikungunya vaccine  recombinant
VIMKUNYA,,vimkunya
Recombinant,children,recombinant
Recombinant,recombinant,recombinant
Recombinant,pediatric patients,recombinant
Recombinant,von Willebrand disease,recombinant
Recombinant,congenital factor VIII deficiency,recombinant
Recombinant,Factor VIII concentrate indicated for use,recombinant
Recombinant,Fc-VWF-XTEN fusion protein-ehtl] is a recombinant DNA-derived,recombinant
Recombinant,Routine prophylaxis to reduce the frequency of bleeding episodes On-demand treatment,recombinant
Recombinant,for: Routine prophylaxis to reduce the frequency of bleeding episodes On-demand treatment,recombinant
Recombinant,control of bleeding episodes Perioperative management of bleeding ALTUVIIIO [antihemophilic factor,recombinant
Recombinant,for: Routine prophylaxis to reduce the frequency of bleeding episodes On-demand treatment & control of bleeding episodes Perioperative management of bleeding Limitation of Use: AL,recombinant
Recombinant,children,recombinant
Recombinant,Recombinant,recombinant
Recombinant,GlycoPEGylated,recombinant
Recombinant,On-demand treatment,recombinant
Recombinant,Coagulation Factor IX,recombinant
Recombinant,control of bleeding episodes,recombinant
Recombinant,congenital Factor IX deficiency,recombinant
Recombinant,Perioperative management of bleeding,recombinant
Recombinant,Routine prophylaxis to reduce the frequency of bleeding episodes,recombinant
Recombinant,Routine prophylaxis to reduce the frequency of bleeding episodes REBINYN,recombinant
Recombinant,is a recombinant DNA-derived coagulation Factor IX concentrate indicated for use,recombinant
Recombinant,adults,recombinant
Recombinant,children,recombinant
Recombinant,Precautions ],recombinant
Recombinant,On-demand treatment,recombinant
Recombinant,control of bleeding episodes Perioperative management Routine prophylaxis to reduce the frequency of bleeding episodes IXINITY is not indicated for induction of immune tolerance,recombinant
Recombinant,control of bleeding episodes Perioperative management Routine prophylaxis to reduce the frequency of bleeding episodes IXINITY is not indicated for induction of immune tolerance in,recombinant
Recombinant,absorption of other injected drugs,recombinant
Recombinant,adjuvant to increase the dispersion,recombinant
Recombinant,adjuvant in subcutaneous fluid administration for achieving hydration,recombinant
Recombinant,adjunct in subcutaneous urography for improving resorption of radiopaque agents,recombinant
Recombinant,adjuvant in subcutaneous fluid administration for achieving hydration to increase the dispersion,recombinant
Recombinant,absorption of other injected drugs in subcutaneous urography for improving resorption of radiopaque agents 1,recombinant
Recombinant,melphalan,recombinant
Recombinant,amyloidosis,recombinant
Recombinant,in patients,recombinant
Recombinant,thalidomide,recombinant
Recombinant,lenalidomide,recombinant
Recombinant,adult patients,recombinant
Recombinant,cyclophosphamide,recombinant
Recombinant,proteasome inhibitor,recombinant
Recombinant,immunomodulatory agent,recombinant
Recombinant,dexamethasone in patients,recombinant
Recombinant,amyloidosis in combination,recombinant
Recombinant,dexamethasone for induction,recombinant
Recombinant,refractory multiple myeloma,recombinant
Recombinant,prednisone in newly diagnosed patients,recombinant
Recombinant,consolidation in newly diagnosed patients,recombinant
Recombinant,dexamethasone in newly diagnosed patients,recombinant
Recombinant,adult patients with: multiple myeloma in combination,recombinant
Recombinant,proteasome inhibitor multiple myeloma in combination,recombinant
Recombinant,immunomodulatory agent high-risk smoldering multiple myeloma as monotherapy light chain,recombinant
Recombinant,cautery,recombinant
Recombinant,ligature,recombinant
Recombinant,impractical,recombinant
Recombinant,Recombinant,recombinant
Recombinant,is ineffective,recombinant
Recombinant,such as suture,recombinant
Recombinant,equal to one month of age,recombinant
Recombinant,RECOTHROM Thrombin topical,recombinant
Recombinant,small venules is accessible,recombinant
Recombinant,minor bleeding from capillaries,recombinant
Recombinant,pediatric populations greater than,recombinant
Recombinant,control of bleeding by standard surgical techniques,recombinant
Recombinant,is a topical thrombin indicated to aid hemostasis whenever oozing blood,recombinant
Recombinant,adolescent patients,recombinant
Recombinant,acute attacks in adult,recombinant
Recombinant,Take 15 minutes before meals,recombinant
Recombinant,hyaluronidase,recombinant
Recombinant,endoglycosidase,recombinant
Recombinant,neonatal Fc receptor blocker,recombinant
Recombinant,adult patients with: generalized myasthenia gravis,recombinant
Recombinant,VYVGART HYTRULO is a combination of efgartigimod alfa,recombinant
Recombinant,antibody positive chronic inflammatory demyelinating polyneuropathy,recombinant
Recombinant,antibody positive chronic inflammatory demyelinating polyneuropathy,recombinant
Recombinant,indicated for the treatment of adult patients with: generalized myasthenia gravis,recombinant
Recombinant,older,recombinant
Recombinant,in adult,recombinant
Recombinant,lymphoblastic lymphoma,recombinant
Recombinant,pediatric patients 1 month,recombinant
Recombinant,component of a multi-agent chemotherapeutic regimen for the treatment of acute lymphoblastic leukemia,recombinant
Recombinant,NSCLC,recombinant
Recombinant,adult patients,recombinant
Recombinant,metastatic NSCLC,recombinant
Recombinant,exon 19 deletions,recombinant
Recombinant,whose disease has progressed on,recombinant
Recombinant,exon 21 L858R substitution mutations,recombinant
Recombinant,metastatic non-small cell lung cancer,recombinant
Recombinant,first-line treatment of adult patients,recombinant
Recombinant,as detected by an FDA-approved test [see,recombinant
Recombinant,as detected by an FDA-approved test [see 1,recombinant
Recombinant,single agent for the treatment of adult patients,recombinant
Recombinant,older,recombinant
Recombinant,patients,recombinant
Recombinant,treatment,recombinant
Recombinant,adolescents 12 years of age,recombinant
Recombinant,bleeding episodes occurring,recombinant
Recombinant,congenital factor VII deficiency,recombinant
Recombinant,control of bleeding episodes occurring,recombinant
Recombinant,take 15 minutes before meals,recombinant
linvoseltamab,adult patients,linvoseltamab
linvoseltamab,proteasome inhibitor,linvoseltamab
linvoseltamab,immunomodulatory agent,linvoseltamab
linvoseltamab,refractory multiple myeloma,linvoseltamab
linvoseltamab,anti-CD38 monoclonal antibody,linvoseltamab
linvoseltamab,anti‑CD38 monoclonal antibody,linvoseltamab
clesrovimab-cfor,infants,clesrovimab-cfor
clesrovimab-cfor,respiratory syncytial virus,clesrovimab-cfor
clesrovimab-cfor,entering their first RSV season,clesrovimab-cfor
clesrovimab-cfor,prevention of respiratory syncytial virus,clesrovimab-cfor
clesrovimab-cfor,lower respiratory tract disease in neonates,clesrovimab-cfor
clesrovimab-cfor,RSV lower respiratory tract disease in neonates,clesrovimab-cfor
clesrovimab-cfor,prevention of RSV lower respiratory tract disease in neonates,clesrovimab-cfor
garadacimab,older,garadacimab
garadacimab,in adult,garadacimab
garadacimab,pediatric patients aged 12 years,garadacimab
garadacimab,prophylaxis to prevent attacks of hereditary angioedema,garadacimab
tenecteplase,STEMI,tenecteplase
tenecteplase,reduce the risk of death associated,tenecteplase
tenecteplase,STEMI,tenecteplase
tenecteplase,acute ischemic stroke,tenecteplase
tenecteplase,reduce the risk of death associated,tenecteplase
revakinagene taroretcel-lwey,adults,revakinagene taroretcel-lwey
revakinagene taroretcel-lwey,MacTel,revakinagene taroretcel-lwey
penpulimab-kcqx,adults,penpulimab-kcqx
penpulimab-kcqx,disease progression on,penpulimab-kcqx
penpulimab-kcqx,first-line treatment of adults,penpulimab-kcqx
penpulimab-kcqx,at least one other prior line of therapy,penpulimab-kcqx
penpulimab-kcqx,metastatic non-keratinizing nasopharyngeal carcinoma,penpulimab-kcqx
telisotuzumab vedotin,NSCLC,telisotuzumab vedotin
telisotuzumab vedotin,staining],telisotuzumab vedotin
telisotuzumab vedotin,metastatic,telisotuzumab vedotin
telisotuzumab vedotin,adult patients,telisotuzumab vedotin
telisotuzumab vedotin,duration of response,telisotuzumab vedotin
telisotuzumab vedotin,[see Clinical Studies ],telisotuzumab vedotin
telisotuzumab vedotin,as determined by an FDA-approved test,telisotuzumab vedotin
telisotuzumab vedotin,non-squamous non-small cell lung cancer,telisotuzumab vedotin
telisotuzumab vedotin,metastatic non-squamous non-small cell lung cancer,telisotuzumab vedotin
telisotuzumab vedotin,as determined by an FDA-approved test [see This indication is approved under accelerated approval based on overall response rate,telisotuzumab vedotin
nipocalimab,older,nipocalimab
nipocalimab,in adult,nipocalimab
nipocalimab,antibody positive,nipocalimab
nipocalimab,generalized myasthenia gravis,nipocalimab
nipocalimab,pediatric patients 12 years of age,nipocalimab
nipocalimab,anti-muscle-specific tyrosine kinase,nipocalimab
Prademagene zamikeracel,wounds in adult,prademagene zamikeracel
Prademagene zamikeracel,pediatric patients,prademagene zamikeracel
sibeprenlimab-szsi,reduce proteinuria in adults,sibeprenlimab-szsi
sibeprenlimab-szsi,at risk for disease progression,sibeprenlimab-szsi
