Ingredient,Matched_GSRS_Name,UNII,Substance_Class,GSRS_Status,Query_Used,Match_Type,All_Classes,Formula,SMILES
AMISULPRIDE,AMISULPRIDE,8110R61I4U,chemical,approved,AMISULPRIDE,exact_full,chemical,C17H27N3O4S,CCN1CCCC1CNC(=O)c2cc(c(cc2OC)N)S(=O)(=O)CC
AMITRIPTYLINE HYDROCHLORIDE,AMITRIPTYLINE HYDROCHLORIDE,26LUD4JO9K,chemical,approved,AMITRIPTYLINE HYDROCHLORIDE,exact_full,chemical,C20H23N.ClH,CN(C)CCC=C1c2ccccc2CCc3ccccc31.Cl
AMITRIPTYLINE HYDROCHLORIDE; CHLORDIAZEPOXIDE,AMITRIPTYLINE HYDROCHLORIDE | Chlordiazepoxide,26LUD4JO9K | 6RZ6XEZ3CR,chemical,approved | approved,AMITRIPTYLINE HYDROCHLORIDE; CHLORDIAZEPOXIDE,"combination(exact_full,exact_full)",chemical,,
AMITRIPTYLINE HYDROCHLORIDE; PERPHENAZINE,AMITRIPTYLINE HYDROCHLORIDE | Perphenazine,26LUD4JO9K | FTA7XXY4EZ,chemical,approved | approved,AMITRIPTYLINE HYDROCHLORIDE; PERPHENAZINE,"combination(exact_full,exact_full)",chemical,,
AMLODIPINE BENZOATE,AMLODIPINE BENZOATE,XD75TQ8A2P,chemical,approved,AMLODIPINE BENZOATE,exact_full,chemical,C20H25ClN2O5.C7H6O2,CCOC(=O)C1=C(COCCN)NC(=C(C1c2ccccc2Cl)C(=O)OC)C.c1ccc(cc1)C(=O)O
AMLODIPINE BESYLATE,AMLODIPINE BESYLATE,864V2Q084H,chemical,approved,AMLODIPINE BESYLATE,exact_full,chemical,C20H25ClN2O5.C6H6O3S,CCOC(=O)C1=C(COCCN)NC(=C(C1c2ccccc2Cl)C(=O)OC)C.c1ccc(cc1)S(=O)(=O)O
AMLODIPINE BESYLATE; ATORVASTATIN CALCIUM,AMLODIPINE BESYLATE | Atorvastatin calcium trihydrate,864V2Q084H | 48A5M73Z4Q,chemical,approved | approved,AMLODIPINE BESYLATE; ATORVASTATIN CALCIUM,"combination(exact_full,exact_full)",chemical,,
AMLODIPINE BESYLATE; BENAZEPRIL HYDROCHLORIDE,AMLODIPINE BESYLATE | Benazepril hydrochloride,864V2Q084H | N1SN99T69T,chemical,approved | approved,AMLODIPINE BESYLATE; BENAZEPRIL HYDROCHLORIDE,"combination(exact_full,exact_full)",chemical,,
AMLODIPINE BESYLATE; HYDROCHLOROTHIAZIDE; OLMESARTAN MEDOXOMIL,AMLODIPINE BESYLATE | Hydrochlorothiazide | OLMESARTAN MEDOXOMIL,864V2Q084H | 0J48LPH2TH | 6M97XTV3HD,chemical,approved | approved | approved,AMLODIPINE BESYLATE; HYDROCHLOROTHIAZIDE; OLMESARTAN MEDOXOMIL,"combination(exact_full,exact_full,exact_full)",chemical,,
AMLODIPINE BESYLATE; HYDROCHLOROTHIAZIDE; VALSARTAN,AMLODIPINE BESYLATE | Hydrochlorothiazide | Valsartan,864V2Q084H | 0J48LPH2TH | 80M03YXJ7I,chemical,approved | approved | approved,AMLODIPINE BESYLATE; HYDROCHLOROTHIAZIDE; VALSARTAN,"combination(exact_full,exact_full,exact_full)",chemical,,
AMLODIPINE BESYLATE; INDAPAMIDE; TELMISARTAN,AMLODIPINE BESYLATE | Indapamide | Telmisartan,864V2Q084H | F089I0511L | U5SYW473RQ,chemical,approved | approved | approved,AMLODIPINE BESYLATE; INDAPAMIDE; TELMISARTAN,"combination(exact_full,exact_full,exact_full)",chemical,,
AMLODIPINE BESYLATE; OLMESARTAN MEDOXOMIL,AMLODIPINE BESYLATE | OLMESARTAN MEDOXOMIL,864V2Q084H | 6M97XTV3HD,chemical,approved | approved,AMLODIPINE BESYLATE; OLMESARTAN MEDOXOMIL,"combination(exact_full,exact_full)",chemical,,
AMLODIPINE BESYLATE; TELMISARTAN,AMLODIPINE BESYLATE | Telmisartan,864V2Q084H | U5SYW473RQ,chemical,approved | approved,AMLODIPINE BESYLATE; TELMISARTAN,"combination(exact_full,exact_full)",chemical,,
AMLODIPINE BESYLATE; VALSARTAN,AMLODIPINE BESYLATE | Valsartan,864V2Q084H | 80M03YXJ7I,chemical,approved | approved,AMLODIPINE BESYLATE; VALSARTAN,"combination(exact_full,exact_full)",chemical,,
AMMONIA N-13,AMMONIA N-13,9OQO0E343Z,chemical,approved,AMMONIA N-13,exact_full,chemical,H3N,[13NH3]
AMMONIUM CHLORIDE,Ammonium chloride,01Q9PC255D,chemical,approved,AMMONIUM CHLORIDE,exact_full,chemical,Cl.H4N,[Cl-].[NH4+]
AMMONIUM LACTATE,Ammonium lactate,67M901L9NQ,chemical,approved,AMMONIUM LACTATE,exact_full,chemical,C3H5O3.H4N,CC(C(=O)[O-])O.[NH4+]
AMOXAPINE,Amoxapine,R63VQ857OT,chemical,approved,AMOXAPINE,exact_full,chemical,C17H16ClN3O,c1ccc2c(c1)N=C(c3cc(ccc3O2)Cl)N4CCNCC4
AMOXICILLIN,Amoxicillin,804826J2HU,chemical,approved,AMOXICILLIN,exact_full,chemical,C16H19N3O5S.3H2O,CC1(C)[C@H](C(=O)O)N2C(=O)[C@H]([C@@]2([H])S1)NC(=O)[C@@H](c3ccc(cc3)O)N.O.O.O
AMOXICILLIN; CLARITHROMYCIN; LANSOPRAZOLE,Amoxicillin | Clarithromycin | Lansoprazole,804826J2HU | H1250JIK0A | 0K5C5T2QPG,chemical,approved | approved | approved,AMOXICILLIN; CLARITHROMYCIN; LANSOPRAZOLE,"combination(exact_full,exact_full,exact_full)",chemical,,
AMOXICILLIN; CLARITHROMYCIN; VONOPRAZAN FUMARATE,Amoxicillin | Clarithromycin | Vonoprazan Fumarate,804826J2HU | H1250JIK0A | 4QW3X4AMLB,chemical,approved | approved | approved,AMOXICILLIN; CLARITHROMYCIN; VONOPRAZAN FUMARATE,"combination(exact_full,exact_full,exact_full)",chemical,,
AMOXICILLIN; CLAVULANATE POTASSIUM,Amoxicillin | Clavulanate potassium,804826J2HU | Q42OMW3AT8,chemical,approved | approved,AMOXICILLIN; CLAVULANATE POTASSIUM,"combination(exact_full,exact_full)",chemical,,
AMOXICILLIN; OMEPRAZOLE MAGNESIUM; RIFABUTIN,Amoxicillin | Omeprazole Magnesium | RIFABUTIN,804826J2HU | 426QFE7XLK | 1W306TDA6S,chemical,approved | approved | approved,AMOXICILLIN; OMEPRAZOLE MAGNESIUM; RIFABUTIN,"combination(exact_full,exact_full,exact_full)",chemical,,
AMOXICILLIN; VONOPRAZAN FUMARATE,Amoxicillin | Vonoprazan Fumarate,804826J2HU | 4QW3X4AMLB,chemical,approved | approved,AMOXICILLIN; VONOPRAZAN FUMARATE,"combination(exact_full,exact_full)",chemical,,
AMPHETAMINE,Amphetamine,CK833KGX7E,chemical,approved,AMPHETAMINE,exact_full,chemical,C9H13N,CC(Cc1ccccc1)N
AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE,AMPHETAMINE DL-ASPARTATE | Amphetamine sulfate | DEXTROAMPHETAMINE SACCHARATE | Dextroamphetamine sulfate,H527KAP6L5 | 6DPV8NK46S | G83415V073 | JJ768O327N,chemical,approved | approved | approved | approved,AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE,"combination(exact_full,exact_full,exact_full,exact_full)",chemical,,
AMPHETAMINE SULFATE,Amphetamine sulfate,6DPV8NK46S,chemical,approved,AMPHETAMINE SULFATE,exact_full,chemical,2C9H13N.H2O4S,CC(Cc1ccccc1)N.CC(Cc1ccccc1)N.OS(=O)(=O)O
AMPHETAMINE; AMPHETAMINE ASPARTATE/DEXTROAMPHETAMINE SULFATE,Amphetamine,CK833KGX7E,chemical,approved,AMPHETAMINE; AMPHETAMINE ASPARTATE/DEXTROAMPHETAMINE SULFATE,"combination(exact_full,not_found)",chemical | unknown,,
AMPHOTERICIN B,Amphotericin B,7XU7A7DROE,chemical,approved,AMPHOTERICIN B,exact_full,chemical,C47H73NO17,C[C@H]1/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@@H](C[C@@]2([H])[C@@H]([C@H](C[C@](C[C@H](C[C@H]([C@@H](CC[C@H](C[C@H](CC(=O)O[C@@H](C)[C@H](C)[C@@H]1O)O)O)O)O)O)(O)O2)O)C(=O)O)O[C@@]3([H])[C@H]([C@H]([C@@H]([C@@H](C)O3)O)N)O
AMPICILLIN SODIUM,Ampicillin Sodium,JFN36L5S8K,chemical,approved,AMPICILLIN SODIUM,exact_full,chemical,C16H18N3O4S.Na,CC1(C)[C@H](C(=O)[O-])N2C(=O)[C@H]([C@@]2([H])S1)NC(=O)[C@@H](c3ccccc3)N.[Na+]
AMPICILLIN SODIUM; SULBACTAM SODIUM,Ampicillin Sodium | Sulbactam Sodium,JFN36L5S8K | DKQ4T82YE6,chemical,approved | approved,AMPICILLIN SODIUM; SULBACTAM SODIUM,"combination(exact_full,exact_full)",chemical,,
AMPICILLIN/AMPICILLIN TRIHYDRATE,,,unknown,,AMPICILLIN/AMPICILLIN TRIHYDRATE,not_found,unknown,,
ANAGRELIDE HYDROCHLORIDE,ANAGRELIDE HYDROCHLORIDE,YTM763Y5C8,chemical,approved,ANAGRELIDE HYDROCHLORIDE,exact_full,chemical,C10H7Cl2N3O.ClH.H2O,c1cc2c(CN3CC(=O)N=C3N2)c(c1Cl)Cl.Cl.O
ANASTROZOLE,ANASTROZOLE,2Z07MYW1AZ,chemical,approved,ANASTROZOLE,exact_full,chemical,C17H19N5,CC(C)(C#N)c1cc(cc(c1)C(C)(C)C#N)Cn2cncn2
ANGIOTENSIN II ACETATE,ANGIOTENSIN II ACETATE,31L3HS630A,protein,approved,ANGIOTENSIN II ACETATE,exact_full,protein,,
ANIDULAFUNGIN,ANIDULAFUNGIN,9HLM53094I,chemical,approved,ANIDULAFUNGIN,exact_full,chemical,C58H73N7O17,CCCCCOc1ccc(cc1)-c2ccc(cc2)-c3ccc(cc3)C(=O)N[C@H]4C[C@H]([C@H](NC(=O)[C@]5([H])[C@H]([C@@H](C)CN5C(=O)[C@]([H])([C@@H](C)O)NC(=O)[C@]([H])([C@@H]([C@H](c6ccc(cc6)O)O)O)NC(=O)[C@]7([H])C[C@H](CN7C(=O)[C@]([H])([C@@H](C)O)NC4=O)O)O)O)O
APALUTAMIDE,Apalutamide,4T36H88UA7,chemical,approved,APALUTAMIDE,exact_full,chemical,C21H15F4N5O2S,CNC(=O)c1ccc(cc1F)N2C(=S)N(c3cc(c(C#N)nc3)C(F)(F)F)C(=O)C42CCC4
APIXABAN,Apixaban,3Z9Y7UWC1J,chemical,approved,APIXABAN,exact_full,chemical,C25H25N5O4,COc1ccc(cc1)-n2c3c(CCN(c4ccc(cc4)N5CCCCC5=O)C3=O)c(C(=O)N)n2
APOMORPHINE HYDROCHLORIDE,Apomorphine hydrochloride,F39049Y068,chemical,approved,APOMORPHINE HYDROCHLORIDE,exact_full,chemical,2C17H17NO2.2ClH.H2O,CN1CCc2cccc-3c2[C@@]1([H])Cc4ccc(c(c43)O)O.CN1CCc2cccc-3c2[C@@]1([H])Cc4ccc(c(c43)O)O.Cl.Cl.O
APRACLONIDINE HYDROCHLORIDE,APRACLONIDINE HYDROCHLORIDE,D2VW67N38H,chemical,approved,APRACLONIDINE HYDROCHLORIDE,exact_full,chemical,C9H10Cl2N4.ClH,C1CN=C(N1)Nc2c(cc(cc2Cl)N)Cl.Cl
APREMILAST,Apremilast,UP7QBP99PN,chemical,approved,APREMILAST,exact_full,chemical,C22H24N2O7S,CCOc1cc(ccc1OC)[C@@H](CS(=O)(=O)C)N2C(=O)c3cccc(c3C2=O)NC(=O)C
APREPITANT,APREPITANT,1NF15YR6UY,chemical,approved,APREPITANT,exact_full,chemical,C23H21F7N4O3,C[C@H](c1cc(cc(c1)C(F)(F)F)C(F)(F)F)O[C@@H]2[C@H](c3ccc(cc3)F)N(CCO2)Cc4nc(=O)[nH][nH]4
APROCITENTAN,APROCITENTAN,MZI81HV01P,chemical,approved,APROCITENTAN,exact_full,chemical,C16H14Br2N6O4S,c1cc(ccc1-c2c(ncnc2OCCOc3ncc(cn3)Br)NS(=O)(=O)N)Br
ARFORMOTEROL TARTRATE,Arformoterol Tartrate,5P8VJ2I235,chemical,approved,ARFORMOTEROL TARTRATE,exact_full,chemical,C19H24N2O4.C4H6O6,C[C@H](Cc1ccc(cc1)OC)NC[C@@H](c2ccc(c(c2)NC=O)O)O.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O
ARGATROBAN,ARGATROBAN,IY90U61Z3S,chemical,approved,ARGATROBAN,exact_full,chemical,C23H36N6O5S.H2O,C[C@@H]1CCN([C@H](C1)C(=O)O)C(=O)[C@H](CCCNC(=N)N)NS(=O)(=O)c2cccc3CC(C)CNc32.O
ARGININE HYDROCHLORIDE,Arginine Hydrochloride,F7LTH1E20Y,chemical,approved,ARGININE HYDROCHLORIDE,exact_full,chemical,C6H14N4O2.ClH,C(C[C@@H](C(=O)O)N)CNC(=N)N.Cl
ARIMOCLOMOL CITRATE,ARIMOCLOMOL CITRATE,Q85FFY6179,chemical,approved,ARIMOCLOMOL CITRATE,exact_full,chemical,C14H20ClN3O3.C6H8O7,C1CCN(CC1)C[C@H](CON=C(c2ccc[n+](c2)[O-])Cl)O.C(C(=O)O)C(CC(=O)O)(C(=O)O)O
ARIPIPRAZOLE,Aripiprazole,82VFR53I78,chemical,approved,ARIPIPRAZOLE,exact_full,chemical,C23H27Cl2N3O2,C(CCOc1ccc2CCC(=O)Nc2c1)CN3CCN(CC3)c4cccc(c4Cl)Cl
ARIPIPRAZOLE LAUROXIL,ARIPIPRAZOLE LAUROXIL,B786J7A343,chemical,approved,ARIPIPRAZOLE LAUROXIL,exact_full,chemical,C36H51Cl2N3O4,CCCCCCCCCCCC(=O)OCN1c2cc(ccc2CCC1=O)OCCCCN3CCN(CC3)c4cccc(c4Cl)Cl
ARMODAFINIL,Armodafinil,V63XWA605I,chemical,approved,ARMODAFINIL,exact_full,chemical,C15H15NO2S,c1ccc(cc1)C(c2ccccc2)[S@@+](CC(=O)N)[O-]
ARSENIC TRIOXIDE,ARSENIC TRIOXIDE,S7V92P67HO,chemical,approved,ARSENIC TRIOXIDE,exact_full,chemical,As2O3,[As](=O)O[As]=O
ARTEMETHER; LUMEFANTRINE,ARTEMETHER | LUMEFANTRINE,C7D6T3H22J | F38R0JR742,chemical,approved | approved,ARTEMETHER; LUMEFANTRINE,"combination(exact_full,exact_full)",chemical,,
ARTESUNATE,ARTESUNATE,60W3249T9M,chemical,approved,ARTESUNATE,exact_full,chemical,C19H28O8,C[C@@H]1CC[C@@]2([H])[C@@H](C)[C@H](OC(=O)CCC(=O)O)O[C@@]3([H])[C@]42[C@@]1([H])CC[C@](C)(O3)OO4
ARTICAINE HYDROCHLORIDE; EPINEPHRINE BITARTRATE,Articaine Hydrochloride | Epinephrine bitartrate,QS9014Q792 | 30Q7KI53AK,chemical,approved | approved,ARTICAINE HYDROCHLORIDE; EPINEPHRINE BITARTRATE,"combination(exact_full,exact_full)",chemical,,
ASCIMINIB HYDROCHLORIDE,Asciminib Hydrochloride,C5U34S9XFV,chemical,approved,ASCIMINIB HYDROCHLORIDE,exact_full,chemical,C20H18ClF2N5O3.ClH,c1cc(ccc1NC(=O)c2cc(-c3ccn[nH]3)c(nc2)N4CC[C@H](C4)O)OC(Cl)(F)F.Cl
ASCORBIC ACID,Ascorbic Acid,PQ6CK8PD0R,chemical,approved,ASCORBIC ACID,exact_full,chemical,C6H8O6,C([C@@H]([C@]1([H])C(=C(C(=O)O1)O)O)O)O
ASCORBIC ACID; BIOTIN; CHOLECALCIFEROL; CYANOCOBALAMIN; DEXPANTHENOL; FOLIC ACID; NIACINAMIDE; PYRIDOXINE; RIBOFLAVIN; THIAMINE; TOCOPHEROL ACETATE; VITAMIN A; VITAMIN K,Ascorbic Acid | BIOTIN | Cholecalciferol | Cyanocobalamin | DEXPANTHENOL | Folic acid | NIACINAMIDE | PYRIDOXINE | Riboflavin | THIAMINE | TOCOPHEROL ACETATE | VITAMIN A | PHYTONADIONE,PQ6CK8PD0R | 6SO6U10H04 | 1C6V77QF41 | P6YC3EG204 | 1O6C93RI7Z | 935E97BOY8 | 25X51I8RD4 | KV2JZ1BI6Z | TLM2976OFR | X66NSO3N35 |  | 81G40H8B0T | A034SE7857,mixture,approved | approved | approved | approved | approved | approved | approved | approved | approved | approved | non-approved | approved | approved,ASCORBIC ACID; BIOTIN; CHOLECALCIFEROL; CYANOCOBALAMIN; DEXPANTHENOL; FOLIC ACID; NIACINAMIDE; PYRIDOXINE; RIBOFLAVIN; THIAMINE; TOCOPHEROL ACETATE; VITAMIN A; VITAMIN K,"combination(exact_full,exact_full,exact_full,exact_full,exact_full,exact_full,exact_full,exact_full,exact_full,exact_full,exact_full,exact_full,exact_full)",chemical | concept | mixture,,
ASCORBIC ACID; POLYETHYLENE GLYCOL 3350; POTASSIUM CHLORIDE; SODIUM ASCORBATE; SODIUM CHLORIDE; SODIUM SULFATE,Ascorbic Acid | POLYETHYLENE GLYCOL 3350 | Potassium chloride | Sodium Ascorbate | Sodium Chloride | SODIUM SULFATE,PQ6CK8PD0R | G2M7P15E5P | 660YQ98I10 | S033EH8359 | 451W47IQ8X | 0YPR65R21J,polymer,approved | approved | approved | approved | approved | approved,ASCORBIC ACID; POLYETHYLENE GLYCOL 3350; POTASSIUM CHLORIDE; SODIUM ASCORBATE; SODIUM CHLORIDE; SODIUM SULFATE,"combination(exact_full,exact_full,exact_full,exact_full,exact_full,exact_full)",chemical | polymer,,
ASENAPINE,ASENAPINE,JKZ19V908O,chemical,approved,ASENAPINE,exact_full,chemical,C17H16ClNO,CN1C[C@]2([H])c3ccccc3Oc4ccc(cc4[C@@]2([H])C1)Cl
ASENAPINE MALEATE,ASENAPINE MALEATE,CU9463U2E2,chemical,approved,ASENAPINE MALEATE,exact_full,chemical,C17H16ClNO.C4H4O4,CN1C[C@]2([H])c3ccccc3Oc4ccc(cc4[C@@]2([H])C1)Cl.C(=C/C(=O)O)/C(=O)O
ASPIRIN,Aspirin,R16CO5Y76E,chemical,approved,ASPIRIN,exact_full,chemical,C9H8O4,CC(=O)Oc1ccccc1C(=O)O
ASPIRIN; BUTALBITAL; CAFFEINE,Aspirin | BUTALBITAL | CAFFEINE,R16CO5Y76E | KHS0AZ4JVK | 3G6A5W338E,chemical,approved | approved | approved,ASPIRIN; BUTALBITAL; CAFFEINE,"combination(exact_full,exact_full,exact_full)",chemical,,
ASPIRIN; BUTALBITAL; CAFFEINE; CODEINE PHOSPHATE,Aspirin | BUTALBITAL | CAFFEINE | Codeine phosphate,R16CO5Y76E | KHS0AZ4JVK | 3G6A5W338E | GSL05Y1MN6,chemical,approved | approved | approved | approved,ASPIRIN; BUTALBITAL; CAFFEINE; CODEINE PHOSPHATE,"combination(exact_full,exact_full,exact_full,exact_full)",chemical,,
ASPIRIN; CAFFEINE; ORPHENADRINE CITRATE,Aspirin | CAFFEINE | Orphenadrine citrate,R16CO5Y76E | 3G6A5W338E | X0A40N8I4S,chemical,approved | approved | approved,ASPIRIN; CAFFEINE; ORPHENADRINE CITRATE,"combination(exact_full,exact_full,exact_full)",chemical,,
ASPIRIN; DIPYRIDAMOLE,Aspirin | Dipyridamole,R16CO5Y76E | 64ALC7F90C,chemical,approved | approved,ASPIRIN; DIPYRIDAMOLE,"combination(exact_full,exact_full)",chemical,,
ASPIRIN; HYDROCODONE BITARTRATE,Aspirin | HYDROCODONE BITARTRATE,R16CO5Y76E | NO70W886KK,chemical,approved | approved,ASPIRIN; HYDROCODONE BITARTRATE,"combination(exact_full,exact_full)",chemical,,
ATAZANAVIR SULFATE,Atazanavir Sulfate,4MT4VIE29P,chemical,approved,ATAZANAVIR SULFATE,exact_full,chemical,C38H52N6O7.H2O4S,CC(C)(C)[C@@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](CN(Cc2ccc(cc2)-c3ccccn3)NC(=O)[C@H](C(C)(C)C)NC(=O)OC)O)NC(=O)OC.OS(=O)(=O)O
ATAZANAVIR SULFATE; COBICISTAT,Atazanavir Sulfate | COBICISTAT,4MT4VIE29P | LW2E03M5PG,chemical,approved | approved,ATAZANAVIR SULFATE; COBICISTAT,"combination(exact_full,exact_full)",chemical,,
ATENOLOL,ATENOLOL,50VV3VW0TI,chemical,approved,ATENOLOL,exact_full,chemical,C14H22N2O3,CC(C)NCC(COc1ccc(cc1)CC(=O)N)O
ATENOLOL; CHLORTHALIDONE,ATENOLOL | Chlorthalidone,50VV3VW0TI | Q0MQD1073Q,chemical,approved | approved,ATENOLOL; CHLORTHALIDONE,"combination(exact_full,exact_full)",chemical,,
ATOGEPANT,ATOGEPANT,7CRV8RR151,chemical,approved,ATOGEPANT,exact_full,chemical,C29H23F6N5O3,C[C@@H]1[C@@H](C[C@@H](C(=O)N1CC(F)(F)F)NC(=O)c2cc3C[C@]4(Cc3nc2)c5cccnc5NC4=O)c6c(ccc(c6F)F)F
ATOMOXETINE HYDROCHLORIDE,Atomoxetine hydrochloride,57WVB6I2W0,chemical,approved,ATOMOXETINE HYDROCHLORIDE,exact_full,chemical,C17H21NO.ClH,Cc1ccccc1O[C@H](CCNC)c2ccccc2.Cl
ATORVASTATIN CALCIUM,Atorvastatin calcium trihydrate,48A5M73Z4Q,chemical,approved,ATORVASTATIN CALCIUM,exact_full,chemical,2C33H34FN2O5.Ca.3H2O,CC(C)c1c(c(-c2ccccc2)c(-c3ccc(cc3)F)n1CC[C@H](C[C@H](CC(=O)[O-])O)O)C(=O)Nc4ccccc4.CC(C)c1c(c(-c2ccccc2)c(-c3ccc(cc3)F)n1CC[C@H](C[C@H](CC(=O)[O-])O)O)C(=O)Nc4ccccc4.[Ca+2].O.O.O
ATORVASTATIN CALCIUM; EZETIMIBE,Atorvastatin calcium trihydrate | Ezetimibe,48A5M73Z4Q | EOR26LQQ24,chemical,approved | approved,ATORVASTATIN CALCIUM; EZETIMIBE,"combination(exact_full,exact_full)",chemical,,
ATOVAQUONE,ATOVAQUONE,Y883P1Z2LT,chemical,approved,ATOVAQUONE,exact_full,chemical,C22H19ClO3,c1ccc2c(c1)C(=O)C(=C(C2=O)O)[C@H]3CC[C@@H](CC3)c4ccc(cc4)Cl
ATOVAQUONE; PROGUANIL HYDROCHLORIDE,ATOVAQUONE | Proguanil Hydrochloride,Y883P1Z2LT | R71Y86M0WT,chemical,approved | approved,ATOVAQUONE; PROGUANIL HYDROCHLORIDE,"combination(exact_full,exact_full)",chemical,,
ATRACURIUM BESYLATE,ATRACURIUM BESYLATE,40AX66P76P,mixture,approved,ATRACURIUM BESYLATE,exact_full,mixture,,
ATRASENTAN HYDROCHLORIDE,ATRASENTAN HYDROCHLORIDE,E4G31X93ZA,chemical,approved,ATRASENTAN HYDROCHLORIDE,exact_full,chemical,C29H38N2O6.ClH,CCCCN(CCCC)C(=O)CN1C[C@H](c2ccc3c(c2)OCO3)[C@H]([C@@H]1c4ccc(cc4)OC)C(=O)O.Cl
ATROPINE SULFATE,Atropine sulfate,03J5ZE7KA5,chemical,approved,ATROPINE SULFATE,exact_full,chemical,2C17H23NO3.H2O.H2O4S,O.N1([C@H]2C[C@H](OC(C(c3ccccc3)CO)=O)C[C@@H]1CC2)C.OS(=O)(=O)O.N1([C@H]2C[C@H](OC(C(c3ccccc3)CO)=O)C[C@@H]1CC2)C
ATROPINE SULFATE; DIFENOXIN HYDROCHLORIDE,Atropine sulfate | DIFENOXIN HYDROCHLORIDE,03J5ZE7KA5 | VQZ63K01IW,chemical,approved | approved,ATROPINE SULFATE; DIFENOXIN HYDROCHLORIDE,"combination(exact_full,exact_full)",chemical,,
ATROPINE SULFATE; DIPHENOXYLATE HYDROCHLORIDE,Atropine sulfate | Diphenoxylate hydrochloride,03J5ZE7KA5 | W24OD7YW48,chemical,approved | approved,ATROPINE SULFATE; DIPHENOXYLATE HYDROCHLORIDE,"combination(exact_full,exact_full)",chemical,,
ATROPINE; PRALIDOXIME CHLORIDE,Atropine | PRALIDOXIME CHLORIDE,7C0697DR9I | 38X7XS076H,chemical,approved | approved,ATROPINE; PRALIDOXIME CHLORIDE,"combination(exact_full,exact_full)",chemical,,
AURANOFIN,AURANOFIN,3H04W2810V,chemical,approved,AURANOFIN,exact_full,chemical,C20H34AuO9PS,CC[P](CC)(CC)[Au+][S-][C@H]1[C@@H]([C@H]([C@@H]([C@@H](COC(=O)C)O1)OC(=O)C)OC(=O)C)OC(=O)C
AVACINCAPTAD PEGOL SODIUM,Avacincaptad Pegol Sodium,K86ENL12I5,nucleicAcid,approved,AVACINCAPTAD PEGOL SODIUM,exact_full,nucleicAcid,,
AVACOPAN,AVACOPAN,O880NM097T,chemical,approved,AVACOPAN,exact_full,chemical,C33H35F4N3O2,Cc1ccc(cc1C(F)(F)F)NC(=O)[C@H]2CCCN([C@H]2c3ccc(cc3)NC4CCCC4)C(=O)c5c(C)cccc5F
AVANAFIL,AVANAFIL,DR5S136IVO,chemical,approved,AVANAFIL,exact_full,chemical,C23H26ClN7O3,COc1ccc(cc1Cl)CNc2c(cnc(n2)N3CCC[C@H]3CO)C(=O)NCc4ncccn4
AVAPRITINIB,AVAPRITINIB,513P80B4YJ,chemical,approved,AVAPRITINIB,exact_full,chemical,C26H27FN10,C[C@](c1ccc(cc1)F)(c2cnc(nc2)N3CCN(CC3)c4c5cc(cn5ncn4)-c6cnn(C)c6)N
AVATROMBOPAG MALEATE,Avatrombopag Maleate,GDW7M2P1IS,chemical,approved,AVATROMBOPAG MALEATE,exact_full,chemical,C29H34Cl2N6O3S2.C4H4O4,C1CCC(CC1)N2CCN(CC2)c3c(-c4cc(cs4)Cl)nc(NC(=O)c5cc(c(nc5)N6CCC(CC6)C(=O)O)Cl)s3.C(=C/C(=O)O)/C(=O)O
AVIBACTAM SODIUM; AZTREONAM,Avibactam sodium | Aztreonam,9V824P8TAI | G2B4VE5GH8,chemical,approved | approved,AVIBACTAM SODIUM; AZTREONAM,"combination(exact_full,exact_full)",chemical,,
AVIBACTAM SODIUM; CEFTAZIDIME,Avibactam sodium | Ceftazidime,9V824P8TAI | 9M416Z9QNR,chemical,approved | approved,AVIBACTAM SODIUM; CEFTAZIDIME,"combination(exact_full,exact_full)",chemical,,
AVOBENZONE; ECAMSULE; OCTOCRYLENE,AVOBENZONE | ECAMSULE | OCTOCRYLENE,G63QQF2NOX | M94R1PM439 | 5A68WGF6WM,chemical,approved | approved | approved,AVOBENZONE; ECAMSULE; OCTOCRYLENE,"combination(exact_full,exact_full,exact_full)",chemical,,
AVOBENZONE; ECAMSULE; OCTOCRYLENE; TITANIUM DIOXIDE,AVOBENZONE | ECAMSULE | OCTOCRYLENE | TITANIUM DIOXIDE,G63QQF2NOX | M94R1PM439 | 5A68WGF6WM | 15FIX9V2JP,chemical,approved | approved | approved | approved,AVOBENZONE; ECAMSULE; OCTOCRYLENE; TITANIUM DIOXIDE,"combination(exact_full,exact_full,exact_full,exact_full)",chemical,,
AVUTOMETINIB POTASSIUM; DEFACTINIB HYDROCHLORIDE,Avutometinib Potassium | DEFACTINIB HYDROCHLORIDE,223UH3FM7T | L2S469LM49,chemical,approved | approved,AVUTOMETINIB POTASSIUM; DEFACTINIB HYDROCHLORIDE,"combination(exact_full,exact_full)",chemical,,
AXITINIB,Axitinib,C9LVQ0YUXG,chemical,approved,AXITINIB,exact_full,chemical,C22H18N4OS,CNC(=O)c1ccccc1Sc2ccc3c(/C=C/c4ccccn4)n[nH]c3c2
